slug,question,category,clarity,clarity_reasons,mid,best_ask,best_bid,spread,volume,liquidity_clob,hours_to_close,event_sub_count,resolution_source,end_date,market_id,condition_id,yes_token,no_token,yes_outcome,no_outcome,rank_score
ucl-atm1-ars-2026-04-29-atm1,Will Club Atlético de Madrid win on 2026-04-29?,sports,5,has resolution URL; has description; uses 'official'; negRisk format,0.335,0.34,0.33,0.01,14966,580333,204.6,1,https://www.uefa.com/,2026-04-29T19:00:00Z,2000795,0x933bac1d1ddc51c14313577e07b7796e258e12ab244f4334dc777a2558c78b58,5402670567066751822273946599754875950735802364303000292656953516212515976521,92706995317794844477376639847611151197946105662065144366990629627859729787846,Yes,No,10.29932
atp-giunta-fenty-2026-04-21,Abidjan: Massimo Giunta vs Andrew Fenty,sports,4,has resolution URL; has description; uses 'official',0.645,0.65,0.64,0.01,106203,19694,171.6,1,https://www.atptour.com/en/scores/current,2026-04-28T10:00:00Z,2019070,0x88142152c5269f9a907cb5d22cee8cc38687c4a7fa4b6bff3befa7bf3043d7b7,110362911174687483709231989172346450174673559901583023974393284427651622287818,16125886247511243783488743572055712959847671573091799504292328182148942438476,Massimo Giunta,Andrew Fenty,10.12406
atp-fomin-orlov-2026-04-21,Shymkent: Sergey Fomin vs Vladyslav Orlov,sports,4,has resolution URL; has description; uses 'official',0.545,0.55,0.54,0.01,85866,27817,166.6,1,https://www.atptour.com/en/scores/current,2026-04-28T05:00:00Z,2034574,0x0c9587eec32db8995338024a90c8a8aaa599c4964a48f0af1e9f7032c8e864f2,40407738025341510055486157655754135372668064393450707533154673876753340990024,48236260656605275712564701214045514875589318337233173330650878955058672216161,Sergey Fomin,Vladyslav Orlov,9.71732
atp-shimabu-park-2026-04-19,Gwangju: Sho Shimabukuro vs Ui-Sung Park,sports,4,has resolution URL; has description; uses 'official',0.885,0.89,0.88,0.01,80981,34512,138.6,1,https://www.atptour.com/en/scores/current,2026-04-27T01:00:00Z,2015068,0xa012dac2f0f2abf5d7a79d1b4716554d1dec71b717cbf4e501892e414ab56a0f,23139376048992778787563175175660007200914091524965629934537798017660054593657,43817309077637585466665100485916692623002013197651019235600543072675141108093,Sho Shimabukuro,Ui-Sung Park,9.61962
atp-sharipo-riedi-2026-04-21,Gwangju: Marat Sharipov vs Leandro Riedi,sports,4,has resolution URL; has description; uses 'official',0.515,0.52,0.51,0.01,62310,42149,166.6,1,https://www.atptour.com/en/scores/current,2026-04-28T05:00:00Z,2034484,0x6af7b848437632e8d5a5ba83a03202e01cdb6c46a2412bd59ccc666975973220,8394810520671809429951849126458424038322813816367357823326868999933718517744,2983690551685048972764370280094141918860138096412812565299698429891097847734,Marat Sharipov,Leandro Riedi,9.2462
us-iran-nuclear-deal-by-april-30,US-Iran nuclear deal by April 30?,sports,2,has description; uses 'official',0.406,0.41,0.402,0.008,1786060,39102,209.6,1,,2026-04-30T00:00:00Z,1543487,0xd08544f6162283dc8d0a82f16362aab837a8537379df9bbe604960eec9cd4618,112492422223721833247811647742275675824808408889541609334054707084262154976006,63111054483017727612527014142487261417181554883649541604828011046058146540352,Yes,No,9.0
atp-sweeny-tunglin-2026-04-21,Gwangju: Dane Sweeny vs Tung-Lin Wu,sports,4,has resolution URL; has description; uses 'official',0.685,0.69,0.68,0.01,49494,69246,166.6,1,https://www.atptour.com/en/scores/current,2026-04-28T05:00:00Z,2034479,0x5137ce5710fc685d9a253ff72a565c7616a3913cf99d750affe52e195f7a50ed,72498043447007313142943622875047279457778669371508957941401581712654890248913,65680098152084293658848272491432720568610197416440100950040042160446660571154,Dane Sweeny,Tung-Lin Wu,8.98988
atp-shimizu-uchiyam-2026-04-20,Gwangju: Yuta Shimizu vs Yasutaka Uchiyama,sports,4,has resolution URL; has description; uses 'official',0.9995,1.0,0.999,0.001,47217,239557,163.6,1,https://www.atptour.com/en/scores/current,2026-04-28T02:00:00Z,2034476,0xf5ae646cba84bad7850cbc75056a1dfd3ae262920098996996a254bb5359c8bc,45980160793934573322860923023246067460204398886195959457538329069641945833147,76050413039409784531540416388082655015146683494137943173985691140405411921839,Yuta Shimizu,Yasutaka Uchiyama,8.94434
atp-kotov-kukushk-2026-04-19,Gwangju: Pavel Kotov vs Mikhail Kukushkin,sports,4,has resolution URL; has description; uses 'official',0.835,0.84,0.83,0.01,33453,30845,138.6,1,https://www.atptour.com/en/scores/current,2026-04-27T01:00:00Z,2015099,0xd8522ac103da51d108f63a460a7de80386ae5b431a90853e4c59a96ee493f799,4198838464712245111778705197947026042197163394730956826900657046538006657738,30152947653737652706311699541860509721759992129612612129972853870496704763441,Pavel Kotov,Mikhail Kukushkin,8.66906
atp-mccabe-uchida-2026-04-19,Gwangju: James McCabe vs Kaichi Uchida,sports,4,has resolution URL; has description; uses 'official',0.9995,1.0,0.999,0.001,30833,325211,138.6,1,https://www.atptour.com/en/scores/current,2026-04-27T01:00:00Z,2015083,0x45a91001711415fe8602e2592968bdb918427ea804bd92be4720df7e8f935919,61694057813482594287572927632851761296264124771827183586798369950928145258182,27738366062524673098974477340200972269261969765236016360292439410118593513145,James McCabe,Kaichi Uchida,8.61666
atp-ostapen-pieri-2026-04-21,Shymkent: Daniil Ostapenkov vs Samuele Pieri,sports,4,has resolution URL; has description; uses 'official',0.845,0.85,0.84,0.01,30766,26987,166.6,1,https://www.atptour.com/en/scores/current,2026-04-28T05:00:00Z,2034554,0xaf96d6a44a43c54cda373b4dd72f68bf0f6a85608a23f6e225d081bdb3ebf83c,83828265727617770578912411297794812755159857092296773112273925178922293598457,83569356035293709930979396695671927279424384168673182322993187770495549415528,Daniil Ostapenkov,Samuele Pieri,8.61532
atp-albot-omarkha-2026-04-20,Shymkent: Radu Albot vs Amir Omarkhanov,sports,4,has resolution URL; has description; uses 'official',0.8275,0.836,0.819,0.017,30458,11167,142.6,1,https://www.atptour.com/en/scores/current,2026-04-27T05:00:00Z,2017330,0x7b7c42028af1964524968262fcdb9df96833c9fda5eb9024b00134503f420743,29186063654373762183807285600928091722825268470851981223957920901150811982238,17018226953788146879567403775896520266642521602353299870480778450579282184590,Radu Albot,Amir Omarkhanov,8.60916
atp-trungel-aguilar-2026-04-21,"Madrid Open, Qualification: Marco Trungelliti vs Daniel Merida Aguilar",sports,4,has resolution URL; has description; uses 'official',0.435,0.44,0.43,0.01,25250,81271,170.6,1,https://www.atptour.com/en/scores/current,2026-04-28T09:00:00Z,2034594,0x2b0eaf8bfb958578b4c41d2da20336efa87b9cc833d363d869fba032400dfd79,55417287310758073354417624167769148119435885367446541865074835705572327043265,114016747966403303369007010802863764501394874505690529683838979881444485652462,Marco Trungelliti,Daniel Merida Aguilar,8.505
atp-broady-zhukaye-2026-04-20,Gwangju: Liam Broady vs Beibit Zhukayev,sports,4,has resolution URL; has description; uses 'official',0.9995,1.0,0.999,0.001,25238,223662,165.1,1,https://www.atptour.com/en/scores/current,2026-04-28T03:30:00Z,2034498,0x662ec3b3159ea3a783d2f76a8daecfc7e03a6559357ced52192d32ef5193d576,49677954481786233102387204948734200999596873701202665093276334078456684398125,8082635193710740913166864374387718459155395998193465147979302547712878336755,Liam Broady,Beibit Zhukayev,8.50476
mlb-mil-det-2026-04-21,Milwaukee Brewers vs. Detroit Tigers,sports,4,has resolution URL; has description; uses 'official',0.495,0.5,0.49,0.01,23089,421841,184.3,1,https://www.mlb.com/,2026-04-28T22:40:00Z,1991468,0xef4c89ccc971304dd4fd623d87dff1dc1c932cb6ec7685660f6c63fb9d942309,2090758837659722307400682989367462784904572958425298623378361642526318328686,109480316054573390486889717620086143441553050599145325806782417034924134752293,Milwaukee Brewers,Detroit Tigers,8.46178
atp-chazal-hurrion-2026-04-21,Abidjan: Maxime Chazal vs Millen Hurrion,sports,4,has resolution URL; has description; uses 'official',0.495,0.5,0.49,0.01,21089,75268,171.6,1,https://www.atptour.com/en/scores/current,2026-04-28T10:00:00Z,2019087,0xc91f10c6831227d85bd869aa5c86bcc9e85d30824c0ef78ed9dd1994648e7259,14685577990738119402033333970418211392737012827765783735841345699679198897605,59369866406088027862090422984710289846527848150254904244584205660050614627077,Maxime Chazal,Millen Hurrion,8.42178
wta-gibson-arango-2026-04-21,Madrid Open: Talia Gibson vs Emiliana Arango,sports,4,has resolution URL; has description; uses 'official',0.505,0.51,0.5,0.01,19751,54829,170.6,1,https://www.wtatennis.com/scores,2026-04-28T09:00:00Z,2026545,0x4ea043dea8df35740ebbf0a728d2720ec148315871e025d12e0272095446d3e9,22002341669434662579946273885962360829606916115084590569847106565973827682320,83226027601177879260502177212840382292686030735340316960383929944213346738790,Talia Gibson,Emiliana Arango,8.39502
ufc-alj-you-2026-04-25,"UFC Fight Night: Aljamain Sterling vs. Youssef Zalal (Featherweight, Main Card)",sports,4,has resolution URL; has description; uses 'official',0.415,0.42,0.41,0.01,19064,33143,117.6,1,https://www.ufc.com/events,2026-04-26T03:59:59.999Z,1867029,0xfdb45395c827f1205a77a0804967f49dfe2c2ea42363900552893fb6dff5c631,29814387176606173199776437534872391447281501877982703614660693579173818638911,91709587934463654285881828600355446781691844257287431175684370515944123233130,Aljamain Sterling,Youssef Zalal,8.38128
mlb-nyy-bos-2026-04-21,New York Yankees vs. Boston Red Sox,sports,4,has resolution URL; has description; uses 'official',0.515,0.52,0.51,0.01,18070,432108,184.3,1,https://www.mlb.com/,2026-04-28T22:45:00Z,1991475,0x51aea6a28a5e2cc78e3f502eced9912086d71c1be1c4f5e86ded783e9c610397,109140817480399527663873872751699167918097608788629581971077518293330164784829,102905808399206126261468716180965787023274325589311862155803730800866637872568,New York Yankees,Boston Red Sox,8.3614
atp-mmoh-roncade-2026-04-20,Savannah: Michael Mmoh vs Franco Roncadelli,sports,4,has resolution URL; has description; uses 'official',0.825,0.83,0.82,0.01,16782,46502,151.6,1,https://www.atptour.com/en/scores/current,2026-04-27T14:00:00Z,2021867,0x1d87c0559c25a807c8a33751c0f74576eaea6eae2360a2b77fa4f902880976e3,55163269063198850338709554180088140195827804456913219434808462162117223421008,6971079196072330175749559808310982530362807410762515470916850648590213098688,Michael Mmoh,Franco Roncadelli,8.33564
ufc-jos13-nor1-2026-04-25,"UFC Fight Night: Joselyne Edwards vs. Norma Dumont (Women's Bantamweight, Main Card)",sports,4,has resolution URL; has description; uses 'official',0.315,0.32,0.31,0.01,16614,33500,117.6,1,https://www.ufc.com/events,2026-04-26T03:59:59.999Z,1867096,0x8903a146f2dbd9cd5fb5933163e906348e6415a572027d1b6168693cd60561b2,49350280670635757834536391928627117515972451316356159667171422810067521016742,5971989116403303785803177255739962114226397150049746853893226970736661812188,Joselyne Edwards,Norma Dumont,8.33228
ufc-rao-mon1-2026-04-25,"UFC Fight Night: Raoni Barcelos vs. Montel Jackson (Bantamweight, Main Card)",sports,4,has resolution URL; has description; uses 'official',0.395,0.4,0.39,0.01,14737,15613,117.6,1,https://www.ufc.com/events,2026-04-26T03:59:59.999Z,1867160,0x7db1dccec21f9f44b1c951380054ab9cbb2378661e0fef19b84e41fbfd85e0f0,95165284209372322953643135483430232066639422231164491005010861402917884805469,583650422349040137331975526195644863516863801420456321484802545331816471486,Raoni Barcelos,Montel Jackson,8.294740000000001
mlb-phi-chc-2026-04-21,Philadelphia Phillies vs. Chicago Cubs,sports,4,has resolution URL; has description; uses 'official',0.475,0.48,0.47,0.01,13086,424393,185.3,1,https://www.mlb.com/,2026-04-28T23:40:00Z,1991482,0xe2b535c3bb13965c181284a29de57c976e60895bc0a020fe483a50f3bc573c39,60402516672619326036411422593168930438964206790830225872842491452729630163312,93082284356131058861432844931536559295527420141540453356434174533243899089396,Philadelphia Phillies,Chicago Cubs,8.26172
atp-marti-tabur-2026-04-20,Savannah: Andres Martin vs Clement Tabur,sports,4,has resolution URL; has description; uses 'official',0.225,0.23,0.22,0.01,12094,108609,151.6,1,https://www.atptour.com/en/scores/current,2026-04-27T14:00:00Z,2021856,0x3f2440009188f360afb834978f6eab4fd67b9cf2936c6fffabcac030d348dfbe,74856681278195523525910627652768762836035581009971088216101243214733283615053,18113552787346582345354267351443971227437375323180732374468070787083526724235,Andres Martin,Clement Tabur,8.24188
atp-neuchri-bennan-2026-04-21,Abidjan: Maximilian Neuchrist vs Karim Bennani,sports,4,has resolution URL; has description; uses 'official',0.355,0.36,0.35,0.01,11701,38366,171.6,1,https://www.atptour.com/en/scores/current,2026-04-28T10:00:00Z,2019089,0x8abfd9e9c1831eb7867ece2d52955eb42c2c39fe37c779f3a505c2a07b06f046,53006633929435888978357059519240910999142950852812930883999937741216408046619,97073484605762599554554871237794805186695311064793808853761275445388446945605,Maximilian Neuchrist,Karim Bennani,8.23402
wta-quevedo-william-2026-04-21,Madrid Open: Kaitlin Quevedo vs Venus Williams,sports,4,has resolution URL; has description; uses 'official',0.805,0.81,0.8,0.01,11397,79272,170.6,1,https://www.wtatennis.com/scores,2026-04-28T09:00:00Z,2026536,0x51007078c1f6dfb695aaedd6f2d251ca43ef117747d9525443fdae80953bc6a1,13288432242727479634666844208011028495630727365864365420769884733354854053946,37872776026039787325621902518872375136926915596192347341986294256209504042631,Kaitlin Quevedo,Venus Williams,8.22794
wta-stearns-boisson-2026-04-21,Madrid Open: Peyton Stearns vs Lois Boisson,sports,4,has resolution URL; has description; uses 'official',0.705,0.71,0.7,0.01,11025,87112,170.6,1,https://www.wtatennis.com/scores,2026-04-28T09:00:00Z,2026531,0x45a8d22dfc99f4304ed0616266663f77c1a0f5438c9a75ca00f7b2d637284800,11692310053923069798651854627955291354611434076889968465771681559354900240896,98139341224603598022021197242050750375623882718314353625065447158389451550458,Peyton Stearns,Lois Boisson,8.2205
atp-singh-alkaya-2026-04-21,Abidjan: Digvijaypratap Singh vs Mert Alkaya,sports,4,has resolution URL; has description; uses 'official',0.2,0.21,0.19,0.02,10560,53340,171.6,1,https://www.atptour.com/en/scores/current,2026-04-28T10:00:00Z,2019075,0xc417367f5bf29c7d055fdea40f20e2d140db194ceb11b37d263c7fabf8f5d4db,15151086848782095701332296372187623383959585887980140182599128250684312911906,72113068170664636825061920293616126819184426654840744152072927964632881749599,Digvijaypratap Singh,Mert Alkaya,8.2112
lol-lua-koia-2026-04-23,LoL: LUA Gaming vs ⁠Movistar KOI Fénix (BO3) - LES Regular Season,sports,4,has resolution URL; has description; uses 'official',0.045,0.05,0.04,0.01,10254,11893,62.6,1,https://gol.gg/esports/home,2026-04-23T21:00:00Z,2014489,0x06eccc2319fab1e1483be4472aa30ff07a12fbe82037cfee4d494b09e1fff1ec,62454496264396464116390861582885757405504800530544095665370603732080017746304,16921082350082066598352477110212203964329795853625487125397859224350227478263,LUA Gaming,⁠Movistar KOI Fénix,8.20508
will-nflx-dip-to-0-in-april,Will Netflix dip to $0 in April?,sports,3,has resolution URL; has description,0.0015,0.002,0.001,0.001,67282,7654,237.6,3,https://finance.yahoo.com/quote/NFLX/,2026-05-01T03:59:59.999Z,1542759,0xe74884dd088e60a4b18aef54df82c25971a0a4227dc4abb666dd1a1b6680344e,63651596185788796778858148645132240719225366817345592644462509516088006777301,16352426743587811642152083662930090424188868243192201836806975535636276628878,Yes,No,7.3456399999999995
nhl-playoffs-who-will-win-series-ducks-vs-oilers,NHL Playoffs: Who Will Win Series? - Ducks vs. Oilers ,sports,2,has description; uses 'official',0.215,0.22,0.21,0.01,133600,17479,305.6,1,,2026-05-04T00:00:00Z,2007393,0xe76c96f5e64b5306ff2831fcfc26bbc9e14f550d3084d8fcad75191e2061526a,2686447687145908248499907170197742001064373162138628402800958759894791520475,75992751405542999136298028516800081834111764331832136344747619711593252130583,Ducks,Oilers,6.672000000000001
nba-den-min-2026-04-23,Nuggets vs. Timberwolves,sports,3,has resolution URL; has description,0.525,0.53,0.52,0.01,30837,39359,67.1,1,https://www.nba.com/,2026-04-24T01:30:00Z,2006283,0x2df83525cd89a9849a4db78f744a4d6cdbd1ea4aaa15d23a3cd8d1fd9ecd6c5a,57106528408617960712661120298989744533630001901536908029350473621909037914989,39702598758933400781508763730883652639662767947497220910585474709790299716683,Nuggets,Timberwolves,6.61674
will-nflx-reach-455-in-april,Will Netflix reach $455 in April?,sports,3,has resolution URL; has description,0.0025,0.004,0.001,0.003,18940,7471,237.6,3,https://finance.yahoo.com/quote/NFLX/,2026-05-01T03:59:59.999Z,1542740,0x6d99c5ca2dcc7ce3c298f4deb49d62221788d4fd84df339c09671593aaed7937,51177311257511835867280939716731116059098282990881073668715776962270611796594,56305860714403984055346426945430607271730614807605575708870629746053953034555,Yes,No,6.3788
nba-cle-tor-2026-04-23,Cavaliers vs. Raptors,sports,3,has resolution URL; has description,0.575,0.59,0.56,0.03,18507,55312,65.6,1,https://www.nba.com/,2026-04-24T00:00:00Z,2006281,0x28a74cc81cf1abb87527febc0937e6e8b5095a8846975e5430f415af5298567a,25230274555184539481141006588566188470862733073231896983915544817773662870574,62346232475274108555301820390970040356502087762313878214484656726921973247989,Cavaliers,Raptors,6.37014
nba-lal-hou-2026-04-24,Lakers vs. Rockets,sports,3,has resolution URL; has description,0.25,0.26,0.24,0.02,15384,18732,89.6,1,https://www.nba.com/,2026-04-25T00:00:00Z,2012793,0x99e70457e21d76b219505ba2743bc87362a5bba2b478b536720e599418d5a7ae,80723115786902560093562209850109820656482936758561314212132210830217888670020,107793600296183640087234882966799319361195949492981078991430273990508566137204,Lakers,Rockets,6.30768
nba-playoffs-who-will-win-series-pistons-vs-magic,NBA Playoffs: Who Will Win Series? - Pistons vs. Magic ,sports,2,has description; uses 'official',0.67,0.68,0.66,0.02,112033,23838,305.6,1,,2026-05-04T00:00:00Z,2015747,0x7127add716af440fae349975b61acd9f9a5326728b6c2f5b9714c18e40892d7d,78414614195830455484802863479385778601711918059504485699938857609407526918827,60966706936776351177284962488579655961905730570708068194693559740827344473223,Pistons,Magic,6.24066
nhl-playoffs-who-will-win-series-hurricanes-vs-senators,NHL Playoffs: Who Will Win Series? - Hurricanes vs. Senators ,sports,2,has description; uses 'official',0.855,0.86,0.85,0.01,89149,80491,305.6,1,,2026-05-04T00:00:00Z,2007249,0x5d23c0cf3046d603c6aa2d19a728c309efe5ad456603db2ed4bc8a15d7f40201,111698298538501417686405486908334551402525329340298058758297995558462406676929,31632369524638324406174877428483642649912681979933125892469101881573989333725,Canes,Senators,5.78298
nba-playoffs-who-will-win-series-timberwolves-vs-nuggets,NBA Playoffs: Who Will Win Series? - Timberwolves vs. Nuggets ,sports,2,has description; uses 'official',0.355,0.36,0.35,0.01,64938,32834,305.6,1,,2026-05-04T00:00:00Z,2006701,0x1908755265275c7efff3a5f78371351ffbd9c53e6273d61dd79d2bf2747b7e66,14791164730304397930329665500108636211519267661851592775203526144323822412429,6892982020888177097695546916651194101383010846685058307462269043188726781431,Wolves,Nuggets,5.29876
nhl-playoffs-who-will-win-series-canadiens-vs-lightning,NHL Playoffs: Who Will Win Series? - Canadiens vs. Lightning ,sports,2,has description; uses 'official',0.485,0.49,0.48,0.01,48763,16056,305.6,1,,2026-05-04T00:00:00Z,2007268,0x41c3c7bf8412216091308ca8e2935a819cc1ecf585f7f14a359d3431949546db,73353722662342990289981001091515897144819058003177208867036611740530556987426,16867133451433068864617281085761272239210395619187146622985719936438723008805,Habs,Lightning,4.9752600000000005
nba-playoffs-who-will-win-series-lakers-vs-rockets,NBA Playoffs: Who Will Win Series? - Lakers vs. Rockets ,sports,2,has description; uses 'official',0.35,0.36,0.34,0.02,48729,21013,305.6,1,,2026-05-04T00:00:00Z,2006664,0x13b1bfb4d3d001814cc7c7dcecbd2de54befc1a33dc1e9b847dc96b0d66ca46d,59627938208114811211410429189473330569395235059786408798129579448983147524359,34185163075171266717384810571675781002557936326870177079041363861655763013503,Lakers,Rockets,4.97458
nhl-playoffs-who-will-win-series-sabres-vs-bruins,NHL Playoffs: Who Will Win Series? - Sabres vs. Bruins ,sports,2,has description; uses 'official',0.735,0.74,0.73,0.01,47843,25115,305.6,1,,2026-05-04T00:00:00Z,2007092,0xb184753e4d72152316f64038e50f0d0580cc546a7c2497e517c1e190e5b326bc,15752371063889081533937277158394086295125880039009443899975049019573268380508,109499044548604814774780836258399822328833889655297224857134473634796943830687,Sabres,Bruins,4.95686
nhl-playoffs-who-will-win-series-avalanche-vs-kings,NHL Playoffs: Who Will Win Series? - Avalanche vs. Kings ,sports,2,has description; uses 'official',0.88,0.89,0.87,0.02,32621,6440,305.6,1,,2026-05-04T00:00:00Z,2007409,0x00cd5f773aa7040a76af5c6d3b0ab3a412b369d0c0539661c96d03318ecc101f,77377686762840726225808148009427468741117362983876296678744468459067226979721,11382534772889157820372280269696914179940364064244699728901980248186176091614,Avalanche,Kings,4.65242
nhl-playoffs-who-will-win-series-wild-vs-stars,NHL Playoffs: Who Will Win Series? - Wild vs. Stars ,sports,2,has description; uses 'official',0.52,0.53,0.51,0.02,27665,24846,305.6,1,,2026-05-04T00:00:00Z,2007253,0x1a6f9fce14d84886cc433691b36e4efc0f1f13be6fa8b595c8189006b62d7e76,55941549212116674831001502285502659909877446037477547506097079683042115369796,58416855063893533318681899402675027402725695095755014258772719384062161189712,Wild,Stars,4.5533
nba-playoffs-who-will-win-series-76ers-vs-celtics,NBA Playoffs: Who Will Win Series? - 76ers vs. Celtics ,sports,2,has description; uses 'official',0.037,0.044,0.03,0.014,25242,33156,305.6,1,,2026-05-04T00:00:00Z,2006602,0xccc893327ba4b37052ef268df368e1fd6e71edd5c6b627cb77ebca76ce4604f4,38702487123904494984639627091339327400040957978179653269335539618306382322089,31460529587745334208994880064227485757770012553840956862068325742333338446443,76ers,Celtics,4.50484
nba-playoffs-who-will-win-series-knicks-vs-hawks,NBA Playoffs: Who Will Win Series? - Knicks vs. Hawks ,sports,2,has description; uses 'official',0.645,0.65,0.64,0.01,23372,17055,305.6,1,,2026-05-04T00:00:00Z,2006882,0x67ccacf25b776f702912ef37f567f640e8abd8891154d659b1c7c8b7ec90587c,47122800958169037729427237865229026632862423725820065018438778979190247314135,102760474296783165838101902919055464134388713422091723079202538734136985986619,Knicks,Hawks,4.46744
will-montreal-canadiens-advance-to-round-2-of-the-2026-nhl-playoffs,Will Montreal Canadiens advance to Round 2 of the 2026 NHL Playoffs?,sports,2,has description; uses 'official',0.5,0.51,0.49,0.02,23364,1306,329.6,3,,2026-05-05T00:00:00Z,1983809,0x1d8124d4649706081b969c8842bebb992ec7e5eadab248d95fbfb1ff62e00cb3,27855476949965446646757334964752343283059792340086854415191107098345766075797,45858967087409961612805889150729543555699172633732922652428163662100147269568,Yes,No,4.46728
nba-playoffs-who-will-win-series-spurs-vs-trail-blazers,NBA Playoffs: Who Will Win Series? - Spurs vs. Trail Blazers ,sports,2,has description; uses 'official',0.9685,0.976,0.961,0.015,21940,38781,305.6,1,,2026-05-04T00:00:00Z,2006890,0xecbedf137c4cbd3cc9aba906ebaf6d7eb9417f215d35167a5047d3be1ebdb7bf,64472638639648424617623640105958634108855826109323462361694860262183528502662,81635839417143800084729446196409751756108058115528538324875689287306090171031,Spurs,Blazers,4.4388
nba-playoffs-who-will-win-series-raptors-vs-cavaliers,NBA Playoffs: Who Will Win Series? - Raptors vs. Cavaliers ,sports,2,has description; uses 'official',0.04,0.05,0.03,0.02,21287,29780,305.6,1,,2026-05-04T00:00:00Z,2006980,0x832f4a1c8439fe079fd69dc03249d3bcddfb43e57ea25eefc5978d419ac39d15,22780900520260697820903646759465223369918215236526965085429207102119551276492,42024716621033914806491117545708025368439058934635969161950543428796810213870,Raptors,Cavs,4.42574
